price	worth
tap	plate
stairwell	well
forecaster	visionary
pit	enclosure
cuddle	embrace
series	polynomial
affection	feel
appeal	challenge
stride	walk
meet	have
foul	dirty
laver	basin
bedrock	rock
roll	robbery
thrust	criticism
poi	dish
family	kin
boil	vaporization
spray	cover
waste	enfeeble
digest	grok
reed	vibrator
denim	fabric
puritanism	sternness
syntax	grammar
subsidy	grant
electrification	exploitation
steadiness	regularity
cab	carriage
chauvinist	bigot
blur	change
adulthood	maturity
flaw	fail
crack	sound
record	accomplishment
match	score
muller	vessel
come	experience
boil	change
subcontract	contract
please	wish
creation	activity
surcharge	fill
parameter	constant
haw	utter
sling	bandage
dim	darken
disqualification	prevention
smash	collide
hat	wear
dungeon	cell
switch	control
squid	seafood
precipitate	hurl
mojo	magic
sass	rejoinder
mumble	enunciation
force	organization
drain	depletion
cove	inlet
junction	connection
notice	tell
interest	share
behalf	stead
theory	explanation
butt	put
censor	person
forget	neglect
fragment	piece
document	representation
raja	aristocrat
patrimony	endowment
solicit	request
tack	bear
lock	hold
psychoanalysis	psychotherapy
canter	gait
antiseptic	medicine
content	list
deck	packet
blaze	mark
hysterectomy	ablation
shuffle	manipulate
speculator	gambler
importance	value
nude	statue
skip	gait
harass	annoy
dislocation	disruption
image	visualize
ultimate	quality
flight	formation
initiate	scholar
friendliness	disposition
fondue	dish
hacienda	estate
omani	arab
probe	investigate
tar	coat
generality	quality
visit	tour
zero	adjust
embargo	stop
hope	feel
bake	cook
illiteracy	inability
stain	soil
rhesus	macaque
disobey	refuse
tempt	arouse
sting	pierce
bleed	injury
sling	hang
venue	jurisdiction
rote	memorization
dowry	gift
reparation	compensation
ignite	burn
steep	vessel
walkout	protest
mint	herb
alto	pitch
shindig	party
strike	delete
prognosis	prediction
percussion	detonation
fumble	play
hedge	fence
eagle	shoot
levant	morocco
concentration	space
thank	aid
anoint	bless
regularity	symmetry
port	change
plunder	take
tail	rear
asparagus	vegetable
injection	insertion
meet	convergence
advertiser	publicist
study	think
maestro	artist
falter	move
floater	voter
drop	descent
cage	constraint
fume	emit
yiddish	german
visitation	visit
chairmanship	position
logic	principle
contradict	deviate
obsolescence	degeneration
accommodation	aid
irrelevance	unconnectedness
zeta	letter
align	match
cut	part
archive	collection
galley	kitchen
suite	set
chowder	soup
cleave	indentation
plead	declare
watch	surveillance
parsley	herb
choir	set
mocha	flavorer
winnebago	sioux
dioxide	oxide
shear	deformation
strain	deformation
darken	tarnish
slop	fee
egress	act
rise	motion
turkmen	turki
bridle	restrain
regenerate	re-create
divinity	fudge
stigma	blemish
ramadan	fast
rust	oxidise
chuck	caress
wander	travel
poll	parrot
hail	greet
dermatology	medicine
ratification	agreement
pipe	transport
mauritanian	african
satchel	baggage
colliery	workplace
gold	wealth
consume	spend
parley	negociate
translator	program
monochrome	paint
vane	fin
rebuff	reject
run	process
basic	commodity
tolerate	respect
progress	motion
animation	be
taste	perceive
opera	theater
drudgery	labor
cage	confine
comeback	reappearance
covey	flock
merit	worth
activation	begin
build	make
magnification	ratio
demonstrate	protest
ladder	stair
home	environment
figure	model
ebony	tree
incidence	frequency
dig	thrust
net	goal
drain	run
bartender	employee
scoop	ladle
domination	dominance
cinnamon	bark
accompaniment	part
adjust	change
canteen	restaurant
haul	transportation
silly	child
awol	absentee
hem	sew
plunge	drop
pasture	grassland
fork	cutlery
chic	elegance
bugler	trumpeter
pacer	racehorse
bidder	applicant
cremation	incineration
boom	sound
install	put
galician	romance
downsize	furlough
disgust	dislike
uplift	rise
impair	damage
jolt	disturb
impact	wedge
jest	diversion
venue	scene
generalization	transfer
floater	employee
miracle	happen
summit	meet
visionary	person
bane	affliction
jaw	feature
reckon	estimate
test	cover
finger	digit
scarecrow	effigy
isolation	alienation
fiddle	play
representation	state
layout	order
terrace	row
invalidate	change
honeycomb	penetrate
futility	inutility
card	record
polygamy	marriage
librarian	professional
safety	score
heresy	content
tapper	eavesdropper
ewe	kwa
interface	program
starch	stiffen
curvature	condition
tonight	present
choke	fail
seven	digit
traffic	communication
coverage	sum
scalp	skin
disregard	inattention
shoot	grow
enlarge	grow
repatriate	admit
external	feature
projection	prediction
grain	seed
shop	obtain
hive	store
cabaret	show
package	container
misdemeanor	crime
english	nation
gamble	diversion
eye	opinion
summer	spend
crystal	rock
reveal	unwrap
inaugurate	start
timeline	chronology
wax	increase
catch	touch
crust	layer
humpback	cripple
smoke	consume
fallacy	misconception
stall	seat
wave	rise
begin	point
magnetometer	meter
electrode	conductor
watch	shift
qing	dynasty
resolution	harmony
cedar	wood
bishop	chessman
parish	jurisdiction
penne	pasta
ruin	destruction
benefit	payment
bey	governor
legislature	assembly
puddle	pack
harden	symptom
blow	sound
form	make
abyss	chasm
massage	manipulate
clamor	cry
taboo	restrict
character	repute
confederate	southerner
terrace	supply
telescope	squash
racetrack	course
graze	injure
springboard	board
stall	obstruction
coolness	calmness
crack	change
anesthetic	drug
violet	purple
turf	jurisdiction
lot	tract
oatmeal	porridge
acquire	act
touch	change
substance	matter
deliberation	discussion
connivance	approval
pocket	space
see	detect
codex	manuscript
signify	indicate
irregularity	quality
slowdown	delay
almond	drupe
scavenge	fee
cavern	cave
score	debt
lyric	write
landscape	garden
follower	person
stretch	straightaway
map	picture
expansion	discussion
anticipate	know
proliferate	multiply
commission	authorize
bagger	machine
thalidomide	teratogen
limit	boundary
hold	postpone
prodigy	exemplar
detriment	damage
accessory	component
come	happen
prism	polyhedron
ball	dance
corps	body
foreclosure	proceed
gather	collection
fence	play
pathan	afghan
stage	discard
check	verify
hem	edge
spider	program
mess	nutriment
boo	cry
bull	push
abuser	wrongdoer
nondescript	person
entrust	pass
stipe	stalk
keynote	address
exhaust	tire
courtship	entreaty
yea	affirmative
sole	flatfish
numb	desensitize
lamb	innocent
will	ordain
pavilion	tent
dump	copy
frolic	play
flux	pathology
cling	touch
embellishment	expansion
balancer	acrobat
bang	exhilaration
inject	drug
return	reciprocate
dispatch	transport
fluoride	halide
cynic	philosopher
sluggishness	pace
grab	seize
incorporate	make
levi	jean
rat	pad
transition	passage
pace	step
purpose	goal
serve	provide
seismologist	geophysicist
love	emotion
still	apparatus
tune	alteration
conflict	transgress
material	equipment
economy	frugality
boat	vessel
skim	read
commission	authorization
stagecoach	coach
bounty	reward
tramp	vagrant
harp	play
auction	bridge
esteem	honor
reshuffle	shuffle
shock	fight
gown	dress
stub	weed
sandwich	organize
casket	enclose
panache	plume
mustang	pony
alcohol	beverage
drag	proceed
slasher	attacker
shriek	shout
voice	communication
recommendation	praise
support	activity
slam	victory
libel	complaint
buzz	activity
header	hit
straightaway	section
expedition	campaign
campaigner	politician
subscriber	customer
tape	record
introduce	inform
forfeit	penalty
obstetrics	medicine
benefit	help
portfolio	list
suggest	express
redevelop	develop
phase	appearance
scan	examination
comparative	adjective
bob	inclination
stir	agitation
spin	stream
mitzvah	teach
fare	eat
notebook	book
centurion	warrior
head	form
mismatch	match
baby	fetus
announce	state
chiropractic	treatment
drive	hunt
radiocarbon	carbon
mambo	dance
screen	choose
placement	contact
snap	break
slack	trouser
birth	change
scholar	intellectual
methamphetamine	amphetamine
prevail	persuade
therapeutic	medicine
avalanche	slide
immediacy	directness
inevitable	destiny
equity	asset
dissatisfaction	discontentment
mechanism	device
sulfate	salt
wear	have
disposition	nature
notice	react
shake	agitation
coalition	union
splash	dirty
interdict	destroy
deal	treatment
pirate	plunderer
apply	give
marshal	lawman
protestant	christian
huck	towel
runner	jack
file	submission
pound	restrain
pull	row
prize	see
surface	boundary
melt	blend
wilt	weaken
king	checker
catawba	siouan
buy	get
cannonball	projectile
fact	information
dagger	knife
detour	road
recess	put
chat	conversation
wedge	move
dropout	individualist
shareholding	property
poach	hunt
requirement	duty
allegation	claim
splash	overlie
businessmen	profession
acceptance	situation
duster	pitch
horizon	scope
machismo	masculinity
anarchist	radical
linger	persist
conformity	cooperation
spandex	fabric
offense	operation
vent	orifice
iroquois	indian
satisfaction	payment
soloist	musician
consolidate	solidify
swell	enlargement
arrears	debt
tolerance	allowance
nudge	push
format	information
witchcraft	sorcery
conservancy	conservation
cast	shape
isolate	get
plump	choose
silica	oxide
stock	stalk
responsibility	trustworthiness
lightweight	wrestler
gargoyle	spout
yeoman	bodyguard
notice	review
mayan	indian
hell	mischief
ramble	amble
accreditation	certification
administer	treat
ghetto	life
vest	garment
baa	foreman
overture	suggestion
study	learn
wicket	gate
mistrial	trial
motorcade	procession
thump	blow
characteristic	property
stamp	class
grind	degree
ramrod	overseer
stew	dish
transfer	ticket
wed	ceremony
edge	limit
preponderance	number
emblem	symbol
biennial	plant
defect	flee
dodder	vine
gear	adapt
form	manner
flounder	fight
amputation	disability
porridge	dish
spanish	romance
blue	organization
gain	get
silhouette	project
brad	nail
contract	sicken
baldness	hairlessness
property	possession
conditioner	coach
crisis	situation
angle	travel
cadaver	body
feel	awareness
repairman	mender
direction	position
ringer	double
respite	pause
shower	spray
primitive	formula
arapaho	algonquian
jersey	shirt
litigation	proceed
autobiography	biography
wrench	pull
par	score
unseat	remove
tarzan	man
sector	aspect
finalist	rival
slam	impact
shoot	projectile
subject	submit
prefecture	position
berry	pick
etch	engrave
recitation	matter
parody	act
buddy	friend
individual	organism
put	change
wisdom	content
lesson	teach
deflate	change
kite	plaything
snorkel	dive
happiness	feel
eightieth	rank
self	consciousness
seduce	entice
linguist	scientist
fade	weaken
jerky	meat
exit	open
watermelon	melon
hibiscus	mallow
fennel	vegetable
population	colonization
raincoat	coat
hinduism	religion
reference	publication
clear	improvement
bang	travel
reduce	impoverish
incrimination	accusation
flare	fly
wherewithal	mean
consort	spouse
harrier	hound
vector	virus
blood	daub
latch	catch
shear	change
sandbag	bag
matrix	array
glimpse	view
octave	stanza
easel	tripod
interest	curiosity
lacquer	gum
coppersmith	craftsman
boredom	dissatisfaction
chlorophyll	pigment
upgrade	software
flood	fill
cure	preserve
test	evaluate
plumber	craftsman
cheese	discontinue
lair	habitation
fall	fail
grumble	utter
segment	part
approve	authorize
overlook	survey
bevy	gather
coney	grouper
enthusiasm	interest
republish	revive
sage	herb
call	indicate
line	score
baggage	case
problem	difficulty
workshop	course
baroness	lady
romper	person
backlog	accumulate
indiscretion	folly
rice	starch
hose	tube
colbert	sauce
pia	herb
election	predestination
vaccine	immunogen
teach	education
valve	shell
opine	declare
roundup	summary
pound	partition
error	happen
raven	fee
purge	purify
fertilize	enrich
shade	inferiority
occupy	populate
worry	anxiety
last	rank
rim	line
imitation	copy
deal	transact
clarinetist	musician
fudge	cheat
see	consider
hoist	raise
aggregate	material
trip	hallucination
trout	fish
fly	travel
interconnect	connect
cut	make
fail	worsen
belt	fasten
tail	process
stretch	grow
duel	struggle
float	swim
induction	introduction
property	concept
port	drink
balance	scale
squadron	cavalry
thickness	dimension
specific	medicine
royal	stag
special	dish
opportunism	selfishness
handicap	disadvantage
fashion	vogue
damsel	maid
freon	chlorofluorocarbon
eccentricity	unfamiliarity
communication	discipline
get	destroy
keel	projection
port	turn
edit	censor
commitment	engagement
derivation	draw
lake	pigment
mouthpiece	spokesperson
routine	software
force	act
pantheon	temple
folklore	lore
abstraction	removal
solid	matter
blend	mix
migration	person
taker	customer
character	recommendation
gymnast	athlete
mate	animal
initial	sign
prankster	troublemaker
engineer	room
nucleus	center
bill	advertise
account	explanation
family	association
preoccupation	idea
crank	flex
bogey	score
symmetry	balance
quarry	exploit
hostility	combat
surface	layer
gas	fluid
conservatory	school
can	preserve
standard	value
rheumatology	medicine
fob	chain
conclusion	assumption
break	separate
fluidity	thinness
polynesian	austronesian
downdraft	draft
felon	infection
hood	neighborhood
production	industry
air	medium
butane	fuel
manor	mansion
admirer	lover
atmosphere	weather
collection	group
taste	modality
kerosene	hydrocarbon
preservation	condition
bag	sag
astrodome	dome
tendency	disposition
bough	limb
methotrexate	antimetabolite
bow	knot
snare	trap
heal	good
override	counteract
solo	fly
ottoman	dynasty
card	paper
dot	cover
redden	discolor
wonderland	land
look	convey
ski	travel
finish	downfall
welcome	receive
legislator	politician
illegality	unlawfulness
janitor	custodian
juxtaposition	position
extension	education
howl	cry
fair	exhibition
bludgeon	club
nun	letter
ride	continue
catch	hear
delivery	conveyance
withdraw	remove
remain	be
admonition	advice
canton	divide
case	problem
deny	contradict
alder	wood
hunk	man
form	appearance
emblem	design
pop	hit
follower	traveler
skin	animation
midwifery	delivery
misbehavior	wrongdoing
accord	agreement
mash	suspension
approximation	similarity
dash	thwart
nap	sleep
trench	ditch
totem	kin
static	mechanic
mafia	syndicate
character	adult
drop	discontinue
macro	instruction
stoicism	unemotionality
assume	expect
feint	maneuver
hanger	support
earl	peer
rewrite	edit
devil	exclamation
buster	horseman
dismember	separate
individualism	doctrine
puzzle	game
association	group
condensation	process
felicity	appropriateness
nude	person
attack	act
breed	copulate
furrow	dig
tor	hill
berth	supply
agreement	harmony
graze	eat
catcher	infielder
generosity	share
gaze	stare
sink	move
regency	rule
bunker	hit
sinus	cavity
crescendo	increase
bid	play
martyrdom	death
monopoly	market
storm	attack
designation	determination
holdover	official
round	shape
immigrant	migrant
revision	transformation
reception	greet
smother	cover
remedy	treat
angora	rabbit
gravitate	move
sinecure	benefice
rendezvous	meet
adventure	undertake
plug	close
menial	servant
fiduciary	person
honk	utter
shortstop	infielder
space	rate
mistake	misconception
recall	memory
suffocate	die
knot	bunch
mercury	temperature
atmosphere	region
peacekeeper	soldier
pretense	misrepresentation
sin	activity
quicksand	situation
swing	socialize
holiness	quality
lee	side
capsize	shipwreck
mince	walk
cocoon	seclusion
methanol	alcohol
demonstration	protest
pile	money
samurai	nobility
energy	force
land	arrival
schoolmaster	snapper
storm	penetrate
hark	listen
affair	transaction
master	education
atrium	chamber
latter	second
bikini	swimsuit
sparkle	expression
don	title
decision	choice
heavy	actor
define	characterize
basis	assumption
ready	readiness
occasion	cause
figurine	figure
teamster	driver
bar	ridge
mellow	soften
admit	serve
swoop	foray
rosary	bead
rejection	act
grease	cover
middle	part
range	assortment
tritium	hydrogen
jolt	move
complex	feel
pinch	grip
pardon	warrant
horseradish	condiment
romanian	european
rubicon	line
hit	touch
dissolve	change
teach	habituate
lure	attraction
joint	cigarette
cog	tooth
institute	association
penetrate	understand
objectivity	judgment
table	array
schooner	glass
decorate	honor
drill	train
catharsis	purge
stock	supply
chatter	sound
diver	swimmer
weld	joint
swindle	fraud
floor	control
beehive	hairdo
gunnery	weaponry
surveyor	engineer
facet	subfigure
preview	screen
camper	vacationer
investment	committedness
champion	rival
occur	appear
muscat	vinifera
lurch	gait
indignity	insult
photocopy	reproduce
sweet	dainty
creep	pen
compass	capability
lathe	shaper
arctic	overshoe
ironclad	warship
relax	act
relive	experience
feast	thing
noose	fasten
triangulation	survey
slip	worsen
majority	number
turn	move
newspaper	publisher
copyright	procure
split	share
reef	strip
knock	misfortune
bar	rail
tease	manipulate
evaporate	change
redundancy	repetition
refit	equip
lynx	wildcat
invade	attack
tramp	footfall
escort	protection
excess	immoderation
sulfide	compound
ingenue	actor
buckwheat	herb
coil	structure
drumstick	help
digest	systematize
barber	groom
embrace	clasp
possession	enchantment
deficit	score
hiccup	breathe
cable	television
durham	beef
trial	affliction
test	attempt
indonesian	asian
aster	flower
parisian	frenchman
continuity	lastingness
ventricle	chamber
plumb	adjust
catch	restraint
forty	decade
pore	hole
journalism	profession
see	visit
commitment	confinement
oil	cover
eligibility	qualification
history	past
shoebox	box
toxin	poison
levee	pier
sovereign	ruler
ruffle	disarrange
acquit	pronounce
seashore	shore
recite	repeat
nutrient	substance
pair	unite
manner	demeanor
microbe	microorganism
bookseller	owner
bullfighter	person
bond	technique
commute	change
lumber	walk
count	recite
outage	breakdown
rerun	campaign
pierce	sound
agitate	move
pony	horse
union	state
watermark	marker
gazebo	build
monoculture	culture
gale	wind
commission	certificate
clout	target
downgrade	rate
fill	concoction
saber	kill
sow	put
volatile	substance
climax	juncture
menace	threat
shorthand	handwrite
discussion	speech
elect	choose
piece	part
restart	start
featherweight	boxer
sampler	assortment
band	stripe
exploration	expedition
promotion	change
scaffold	hold
orange	citrus
tempt	invite
scenario	premise
worship	attend
grass	cover
juxtaposition	placement
glass	container
silver	plate
stimulate	affect
scarf	wear
auditor	accountant
instrument	mean
dial	indicator
point	promontory
streamer	light
discard	abandonment
inclusion	involvement
punctuation	interruption
fairway	path
salt	sprinkle
flood	cover
south	direction
pass	end
rib	mold
ruby	corundom
affinity	force
refusal	message
japanese	altaic
pour	run
build	create
roost	settle
glass	containerful
twitch	pull
dock	withhold
rappel	descent
end	extremity
development	process
quail	wildfowl
mobilize	gather
stroke	oarsman
advance	wax
shell	hull
grow	develop
flex	move
circulation	spread
serbian	slav
growth	development
wing	mean
buddhism	religion
mediator	negotiator
glitter	brightness
lug	transport
attack	turn
caraway	herb
sale	sell
dally	consider
paddy	irishman
board	structure
park	room
contrarian	investor
vaseline	petrolatum
watercress	cress
court	government
hop	traverse
casket	box
petition	request
plug	insert
killer	person
bark	cover
minimize	decrease
effectiveness	power
rice	sift
chamber	assembly
transpire	happen
teflon	plastic
cyclist	pedaler
upstage	actor
consultation	conference
port	transport
design	intend
millennium	anniversary
sire	lord
ringleader	instigator
gin	separate
prosecute	act
endorsement	promotion
box	container
dismay	frighten
stand	table
newspaper	product
silkworm	caterpillar
tooth	projection
stopper	plug
hive	meet
lap	lie
catalog	list
hardwood	wood
thrust	push
orchid	flower
lead	position
trim	balance
habitation	habitat
unite	have
bathe	swim
conspiracy	plot
gossip	communicator
helplessness	depression
crop	plant
proposition	statement
inequality	difference
surprise	affect
frame	draw
feather	rotation
slovak	european
convey	impart
pick	output
work	be
warp	distortion
liquidity	exchangeability
attendance	frequency
surf	switch
gaiety	happiness
example	information
restoration	artifact
word	speech
clipper	scissor
contrast	comparison
disease	illness
man	male
pack	arrange
snowmobile	ride
breed	production
spy	investigate
scarf	masturbate
bodyguard	detachment
rush	run
mine	production
bag	baggage
semantics	linguistics
mosaic	art
parlance	formulation
beneficiary	recipient
arc	curve
seize	overwhelm
spike	rise
safeguard	protect
man	lover
butch	murderer
hill	shape
roar	cry
marry	person
autism	syndrome
bow	gesticulate
extremity	ultimacy
spill	pour
contradiction	opposition
mennonite	anabaptist
realize	make
tier	layer
vegetation	excrescence
call	request
let	leave
presence	impression
grain	paint
kota	dravidian
bombardier	aircrewman
leisure	rest
bill	see
tuition	fee
corkscrew	turn
raft	manufacture
hypnotism	influence
goldfish	cyprinid
brandy	liquor
canyon	ravine
senator	legislator
appendicitis	inflammation
disperse	separate
demolition	destruction
poacher	vessel
bluff	deceiver
masculine	gender
delay	pause
jack	raise
culture	grow
past	time
czech	european
dictation	matter
margin	boundary
fall	change
tile	cover
augur	prophet
hop	move
axle	shaft
licensee	retailer
papyrus	paper
intervene	interact
deflection	movement
dip	depression
dip	withdraw
bristle	fiber
right	faction
hostess	host
climb	rise
rash	eruption
conflict	state
tang	seaweed
coupon	sample
haiku	poem
return	transport
circuit	path
shank	cylinder
brace	strengthener
interrupt	end
write	record
tongue	projection
deflation	decrease
undertake	accept
stabilizer	airfoil
perpetuate	continue
obscurity	stand
occupancy	residency
draft	write
redeploy	deploy
slide	plaything
chlamydia	eubacteria
service	employment
engagement	employment
give	communicate
basement	floor
autoclave	vessel
gauge	thickness
offer	give
sparkle	vitality
premier	perform
taiwanese	asian
fun	wit
frailty	evil
court	cortege
sensation	excitement
dart	lunge
cheer	encourage
baffle	plate
whig	englishman
topper	coat
hustings	campaign
roll	film
rocket	vehicle
trouble	effort
spar	mineral
hardness	difficulty
keyboardist	musician
steadfastness	resoluteness
cruise	search
exorcise	eject
fret	corrode
operation	work
nut	seed
dumpster	container
vinyl	plastic
juggernaut	idol
compound	mix
weed	band
fit	tailor
pornographer	showman
pension	award
scaffold	arrangement
clone	organism
draft	dose
insulation	isolation
absolutist	disciple
yoga	hinduism
discretion	wisdom
flood	supply
spindle	stick
authorize	permit
course	nutriment
thoroughfare	road
embody	typify
mire	difficulty
nose	push
object	be
defuse	remove
tenor	mean
scent	smell
halibut	flatfish
unionization	constitution
sport	have
answer	react
mutter	sound
amendment	statement
submersible	warship
fuel	supply
time	case
bud	begin
tamper	manipulate
peacekeeper	pistol
guardianship	duty
overturn	success
corruption	inducement
theory	belief
denomination	class
hunk	part
nap	texture
cross	emblem
repression	subjugation
tent	web
outerwear	clothe
plight	assurance
walk	behave
wrestle	contend
cancel	score
ball	agglomeration
color	kind
boil	heat
outline	boundary
family	unit
declaration	statement
disinvestment	withdrawal
agenda	list
restore	refund
normality	expectedness
climax	degree
refreshment	bite
dole	share
spare	benefactor
shit	defecation
jolt	blow
eighth	rank
classic	artist
buoy	float
screwball	pitch
biplane	airplane
capitalization	write
season	toughen
think	change
inflate	change
carry	have
fare	passenger
bleach	whiten
landscape	paint
cruiser	car
shuck	remove
gamut	scope
share	overlap
nirvana	blessedness
mind	recall
citation	summon
drown	kill
gaggle	cackle
hex	charm
fluff	material
stakeholder	neutral
solicitor	lawyer
boom	happen
formula	statement
iranian	indo-iranian
accretion	increase
violence	turbulence
clarion	play
shun	avoid
birch	flog
club	stick
finn	european
cheat	victimize
overpass	bridge
inverse	opposition
suffer	worsen
complete	end
choose	darling
outcast	unfortunate
lumberyard	workplace
wholesale	sell
course	hunt
cabinet	compartment
seriousness	trait
condemn	attest
bouncer	guard
jam	stuff
peg	prosthesis
bamboo	wood
delta	letter
revolt	rebel
morality	quality
cheesecake	photograph
field	set
attachment	affection
nest	gather
ambassador	diplomat
championship	contest
aztec	nahuatl
commitment	message
quest	seek
archer	expert
prefix	affix
chili	dish
yield	accept
validate	confirm
employer	leader
pacer	horse
chit	girl
maverick	nonconformist
quantify	specify
cedar	conifer
stringer	timber
vest	dress
crumb	coat
grey	color
aviation	art
suspend	expel
intern	work
quality	degree
miss	fail
ice	freeze
diversity	condition
frequency	rate
full	workman
sleeper	terrorist
abeyance	inaction
impression	appearance
filth	unsanitariness
exposure	abandonment
oceanic	malayo-polynesian
airlift	fly
product	creation
kink	fold
observatory	build
theology	system
sprout	green
modality	treatment
fingerprint	reproduce
lizard	saurian
article	section
stay	be
branch	subfigure
overestimate	appraisal
hymn	laud
farrow	parturition
fee	food
dictator	ruler
outpace	surpass
tomato	herb
vroom	roar
rebirth	revival
mainstay	forestay
cycle	pass
flip	turn
formaldehyde	aldehyde
province	sphere
affinity	kinship
malik	leader
need	necessity
violinist	musician
cur	dog
gateway	entrance
bore	cut
clear	liberation
make	component
sainthood	position
propaganda	information
sauerkraut	dish
nod	gesticulate
advance	increase
spirit	character
fine	penalty
reverence	action
rinse	wash
paralegal	paraprofessional
speculate	invest
reconstruct	change
floss	thread
peacekeeping	operation
exasperation	annoyance
cyst	pathology
bat	club
neuter	gender
summon	call
abstract	see
rival	compete
manhattan	cocktail
pasta	food
ret	drench
situation	condition
mead	brew
quote	repeat
band	strip
compact	case
cock	put
command	skillfulness
contrary	opposition
sect	religion
marguerite	subshrub
drive	coerce
intro	passage
pock	pustule
color	timbre
intersection	point
bully	aggression
inducement	cause
context	environment
proxy	agent
boot	resuscitate
receipt	acknowledgment
heckle	comb
hero	character
sorcerer	occultist
kettle	pot
boxcar	twelve
partake	share
yank	pull
center	area
housework	work
viceroy	nymphalid
veteran	expert
publisher	owner
functionality	practicality
stockade	fortification
wavelength	orientation
represent	remonstrate
baton	rod
minister	executive
draft	sketch
dig	site
mummification	embalmment
rail	material
horn	pommel
king	sovereign
flurry	snow
installation	begin
teaspoon	containerful
tag	rhyme
cinnamon	spice
wind	distress
bandstand	platform
disrespect	see
grasp	understand
imperfection	state
call	demand
constitution	property
bracket	support
ninety	decade
steppe	plain
reunite	meet
ebb	decline
rudd	cyprinid
matron	nurse
figure	shape
find	perceive
disadvantage	discriminate
cab	car
negligence	nonaccomplishment
streamline	contour
library	depository
julienne	vegetable
settle	arrange
sagittarius	person
gazelle	antelope
prostitute	sell
employment	state
vegetable	produce
garter	fasten
abnormality	unfamiliarity
viaduct	bridge
devour	eat
match	light
elephant	emblem
glow	radiate
exhibition	presentation
sensibility	sensitivity
center	move
have	score
cob	swan
story	fiction
ring	sound
snout	nose
cake	block
stagecraft	craft
blower	device
hit	approach
leukemia	cancer
grade	measure
zinfandel	vinifera
break	decay
even	day
downbeat	rhythm
seed	fruit
intifada	rebellion
stare	look
septet	set
prick	hurt
nylon	stock
bicentennial	anniversary
pacifier	thing
riff	play
relieve	take
call	visit
principal	financier
conservative	adult
outflank	travel
assassin	murderer
backup	accretion
plow	travel
thread	cord
apprentice	train
tube	conduit
pipe	cylinder
concede	agree
barrel	put
submerge	cover
environmentalist	reformer
orgy	indulgence
bennet	avens
takeover	buyout
work	move
build	structure
favor	inclination
flag	collection
trim	decorate
catechism	interrogation
divergence	series
pin	leg
kidnapper	captor
phase	synchronize
transformation	function
downhill	descent
cereal	grass
reimposition	imposition
grief	sorrow
decorum	propriety
fit	be
carpentry	trade
studio	workplace
gape	be
chancery	court
menace	danger
clog	footwear
production	presentation
range	be
stilt	shorebird
autopilot	device
deep	middle
carpenter	woodworker
igbo	nigerian
elude	escape
yuan	dynasty
steady	stabilize
morphine	analgesic
flood	flow
bus	dysphemism
buff	device
genie	spirit
annoyance	mistreatment
description	kind
median	average
leotard	garment
tee	peg
picture	imagination
demonstrator	salesperson
joiner	member
grey	organization
heave	movement
basque	european
pancake	cake
mushroom	basidiomycete
rescuer	person
parrot	copycat
imperial	baggage
motherhood	kinship
library	room
beast	attacker
dress	pare
pupil	aperture
branch	division
masturbation	autoeroticism
scrimmage	exercise
graze	abrasion
alloy	mixture
check	crack
spur	goad
handicap	bias
approach	come
guess	solve
decline	condition
austerity	self-discipline
orderly	soldier
yell	shout
performance	accomplishment
scribble	write
hold	think
concourse	hallway
bolt	bar
revitalize	regenerate
desert	consequence
upset	arouse
approval	like
buff	leather
shower	descent
deserter	wrongdoer
lion	celebrity
bandage	dress
defend	prevent
steal	take
tattoo	design
incineration	burn
drawbridge	bridge
snip	shear
vanilla	relish
demeanor	trait
ambition	drive
robbery	larceny
wallow	indulge
redneck	rustic
arrival	action
timber	post
duce	leader
stem	orient
spike	increase
referendum	vote
damnation	denunciation
break	separation
cranberry	berry
pardon	forgive
refer	send
prominence	stand
weed	remove
cup	punch
wildcat	cat
cut	decrease
surf	wave
indemnity	exemption
attraction	show
cairn	terrier
tax	strain
depose	oust
touchdown	score
airlift	transportation
want	be
outdoors	outside
atom	substance
donate	give
squawk	noise
wet	make
composition	placement
carmine	redden
pass	throw
fill	hire
van	truck
pessimism	disposition
telegram	message
strike	solve
circulation	count
dove	pigeon
elector	prince
adversary	person
recipient	acquirer
chance	happen
blasphemy	profanity
winery	distillery
rework	work
situation	difficulty
bite	meal
leak	issue
overhead	ceiling
retort	answer
miller	shaper
musicianship	art
thumb	finger
poll	inquiry
desperate	unfortunate
indentation	space
butch	merchant
cutaway	coat
subscription	contribution
dummy	figure
gravel	rock
royal	sail
castration	operation
primo	part
end	point
acid	compound
web	weave
rule	restrict
preview	watch
clock	quantify
juror	panelist
tabor	drum
roulette	wheel
walker	shoe
maneuver	operation
widen	increase
brush	touch
calculate	intend
tort	wrongdoing
enamel	compound
southwest	location
ephedra	shrub
bark	tan
natural	cast
forge	travel
malt	convert
monogamy	marriage
buffalo	game
cock	bird
retain	prolong
life	motivation
minister	diplomat
bend	grass
cast	bandage
liquor	liquid
brief	underpants
mold	dish
dereliction	negligence
wariness	circumspection
fascination	attraction
fez	cap
cocoa	beverage
irritate	stimulate
ballad	song
set	abstraction
daze	confusion
soviet	state
pepper	flavorer
cotton	like
compromise	cooperation
leaf	sheet
sabra	israeli
compilation	collection
eurasian	european
instrument	address
crescent	curve
defense	justification
shoe	footwear
span	distance
hail	be
jet	airplane
bead	form
visualize	imagine
codeine	antitussive
column	array
perspiration	secretion
